tile_global,class,page,page_local,stem,obj_idx,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,image,rendered,mean_miou,poor
1324,coin,8,74,doughnut001S(4),1,663,413,792,531,images\doughnut001S(4).jpg,True,0.8092466707176182,False
1325,coin,8,75,doughnut001T(1),1,603,281,671,348,images\doughnut001T(1).jpg,True,0.7321334030133178,False
1326,coin,8,76,doughnut001T(2),1,706,265,785,346,images\doughnut001T(2).jpg,True,0.7314922518253845,False
1327,coin,8,77,doughnut001T(3),1,702,256,780,339,images\doughnut001T(3).jpg,True,0.7305322163672205,False
1328,coin,8,78,doughnut001T(4),1,664,250,734,321,images\doughnut001T(4).jpg,True,0.7426843784131881,False
1329,coin,8,79,doughnut002S(1),1,688,321,799,426,images\doughnut002S(1).jpg,True,0.8217171130444083,False
1330,coin,8,80,doughnut002S(2),1,670,422,784,530,images\doughnut002S(2).jpg,True,0.7895640568377094,False
1331,coin,9,1,doughnut002S(3),1,674,404,768,515,images\doughnut002S(3).jpg,True,0.7702801517134965,False
1332,coin,9,2,doughnut002S(4),1,701,367,810,474,images\doughnut002S(4).jpg,True,0.7951834242438041,False
1333,coin,9,3,doughnut002S(5),1,684,379,805,493,images\doughnut002S(5).jpg,True,0.798644145828755,False
1334,coin,9,4,doughnut002S(6),1,683,336,808,451,images\doughnut002S(6).jpg,True,0.7884450587712827,False
1335,coin,9,5,doughnut002S(7),1,702,385,813,490,images\doughnut002S(7).jpg,True,0.8056288114810171,False
1336,coin,9,6,doughnut002T(1),1,262,44,326,113,images\doughnut002T(1).jpg,True,0.7390058450607675,False
1337,coin,9,7,doughnut002T(2),1,430,47,498,114,images\doughnut002T(2).jpg,True,0.7038175874854145,False
1338,coin,9,8,doughnut002T(3),1,568,191,629,255,images\doughnut002T(3).jpg,True,0.7439727958322875,False
1339,coin,9,9,doughnut002T(4),1,130,102,198,168,images\doughnut002T(4).jpg,True,0.7410198187703096,False
1340,coin,9,10,doughnut002T(5),1,540,196,596,250,images\doughnut002T(5).jpg,True,0.7002741283840981,False
1341,coin,9,11,doughnut002T(6),1,532,122,595,189,images\doughnut002T(6).jpg,True,0.7279804266044052,False
1342,coin,9,12,doughnut002T(7),1,121,122,190,194,images\doughnut002T(7).jpg,True,0.7190819398602095,False
1343,coin,9,13,doughnut003S(1),1,710,288,810,387,images\doughnut003S(1).jpg,True,0.8044106608011343,False
1344,coin,9,14,doughnut003S(2),1,703,357,805,458,images\doughnut003S(2).jpg,True,0.7898680168733136,False
1345,coin,9,15,doughnut003S(3),1,707,318,807,417,images\doughnut003S(3).jpg,True,0.8140799055397374,False
1346,coin,9,16,doughnut003T(1),1,544,80,622,153,images\doughnut003T(1).jpg,True,0.736919867131731,False
1347,coin,9,17,doughnut003T(2),1,70,277,143,348,images\doughnut003T(2).jpg,True,0.6822785956390351,False
1348,coin,9,18,doughnut003T(3),1,562,97,626,167,images\doughnut003T(3).jpg,True,0.7601609272859757,False
1349,coin,9,19,doughnut004S(1),1,96,345,164,411,images\doughnut004S(1).jpg,True,0.7378873482854383,False
1350,coin,9,20,doughnut004S(10),1,96,339,163,404,images\doughnut004S(10).jpg,True,0.7642828929951819,False
1351,coin,9,21,doughnut004S(11),1,98,373,164,438,images\doughnut004S(11).jpg,True,0.7612708972533561,False
1352,coin,9,22,doughnut004S(12),1,48,345,115,406,images\doughnut004S(12).jpg,True,0.7830977620730271,False
1353,coin,9,23,doughnut004S(13),1,107,331,171,395,images\doughnut004S(13).jpg,True,0.8120672536828748,False
1354,coin,9,24,doughnut004S(14),1,106,355,174,420,images\doughnut004S(14).jpg,True,0.777305964786202,False
1355,coin,9,25,doughnut004S(15),1,97,354,167,420,images\doughnut004S(15).jpg,True,0.7848360801729994,False
1356,coin,9,26,doughnut004S(2),1,65,313,130,377,images\doughnut004S(2).jpg,True,0.7965271337268349,False
1357,coin,9,27,doughnut004S(3),1,87,328,150,390,images\doughnut004S(3).jpg,True,0.8203542819271554,False
1358,coin,9,28,doughnut004S(4),1,103,331,167,395,images\doughnut004S(4).jpg,True,0.8050049086716979,False
1359,coin,9,29,doughnut004S(5),1,122,339,185,402,images\doughnut004S(5).jpg,True,0.793162458511111,False
1360,coin,9,30,doughnut004S(6),1,92,341,156,401,images\doughnut004S(6).jpg,True,0.8116464121826933,False
1361,coin,9,31,doughnut004S(7),1,82,365,146,428,images\doughnut004S(7).jpg,True,0.8021993269761127,False
1362,coin,9,32,doughnut004S(8),1,83,363,149,425,images\doughnut004S(8).jpg,True,0.7981971596359039,False
1363,coin,9,33,doughnut004S(9),1,79,320,143,381,images\doughnut004S(9).jpg,True,0.8248855546383885,False
1364,coin,9,34,doughnut004T(1),1,149,154,219,214,images\doughnut004T(1).jpg,True,0.7303972425271084,False
1365,coin,9,35,doughnut004T(10),1,176,157,242,218,images\doughnut004T(10).jpg,True,0.7184340394800193,False
1366,coin,9,36,doughnut004T(11),1,156,167,220,229,images\doughnut004T(11).jpg,True,0.7617988597929221,False
1367,coin,9,37,doughnut004T(12),1,160,141,227,205,images\doughnut004T(12).jpg,True,0.7229271669999308,False
1368,coin,9,38,doughnut004T(13),1,163,138,233,205,images\doughnut004T(13).jpg,True,0.6956816582242812,False
1369,coin,9,39,doughnut004T(14),1,171,152,234,211,images\doughnut004T(14).jpg,True,0.7114145309902826,False
1370,coin,9,40,doughnut004T(15),1,140,138,208,201,images\doughnut004T(15).jpg,True,0.779033057989968,False
1371,coin,9,41,doughnut004T(2),1,146,68,213,134,images\doughnut004T(2).jpg,True,0.7545980219284947,False
1372,coin,9,42,doughnut004T(3),1,138,114,208,182,images\doughnut004T(3).jpg,True,0.7486587666714504,False
1373,coin,9,43,doughnut004T(4),1,173,153,236,215,images\doughnut004T(4).jpg,True,0.7167735519381351,False
1374,coin,9,44,doughnut004T(5),1,157,156,221,214,images\doughnut004T(5).jpg,True,0.7686155116420026,False
1375,coin,9,45,doughnut004T(6),1,151,77,216,143,images\doughnut004T(6).jpg,True,0.7400116911756656,False
1376,coin,9,46,doughnut004T(7),1,163,177,227,238,images\doughnut004T(7).jpg,True,0.7470822950940104,False
1377,coin,9,47,doughnut004T(8),1,150,149,213,209,images\doughnut004T(8).jpg,True,0.7420650251107395,False
1378,coin,9,48,doughnut004T(9),1,157,135,224,200,images\doughnut004T(9).jpg,True,0.7206819773363891,False
1379,coin,9,49,doughnut005S(1),1,142,324,209,386,images\doughnut005S(1).jpg,True,0.796276862787022,False
1380,coin,9,50,doughnut005S(10),1,128,358,191,420,images\doughnut005S(10).jpg,True,0.7821478263851914,False
1381,coin,9,51,doughnut005S(11),1,129,303,197,367,images\doughnut005S(11).jpg,True,0.7924698489915881,False
1382,coin,9,52,doughnut005S(12),1,120,329,184,393,images\doughnut005S(12).jpg,True,0.7925965907968249,False
1383,coin,9,53,doughnut005S(13),1,131,333,196,396,images\doughnut005S(13).jpg,True,0.8044507065668753,False
1384,coin,9,54,doughnut005S(14),1,111,383,178,451,images\doughnut005S(14).jpg,True,0.7877221804010692,False
1385,coin,9,55,doughnut005S(15),1,142,359,210,425,images\doughnut005S(15).jpg,True,0.7878293762167972,False
1386,coin,9,56,doughnut005S(2),1,117,363,185,425,images\doughnut005S(2).jpg,True,0.7872042638328315,False
1387,coin,9,57,doughnut005S(3),1,134,326,200,388,images\doughnut005S(3).jpg,True,0.7856823561534925,False
1388,coin,9,58,doughnut005S(4),1,134,333,201,396,images\doughnut005S(4).jpg,True,0.7865341947596369,False
1389,coin,9,59,doughnut005S(5),1,84,376,148,439,images\doughnut005S(5).jpg,True,0.8109662277867249,False
1390,coin,9,60,doughnut005S(6),1,82,339,147,398,images\doughnut005S(6).jpg,True,0.8100534147418202,False
1391,coin,9,61,doughnut005S(7),1,136,358,225,420,images\doughnut005S(7).jpg,True,0.7112362079888346,False
1392,coin,9,62,doughnut005S(8),1,101,353,170,416,images\doughnut005S(8).jpg,True,0.7706732722826408,False
1393,coin,9,63,doughnut005S(9),1,103,331,170,395,images\doughnut005S(9).jpg,True,0.8169553093616313,False
1394,coin,9,64,doughnut005T(1),1,139,152,207,217,images\doughnut005T(1).jpg,True,0.7474205970160435,False
1395,coin,9,65,doughnut005T(10),1,162,113,228,175,images\doughnut005T(10).jpg,True,0.7303042936093528,False
1396,coin,9,66,doughnut005T(11),1,144,103,210,166,images\doughnut005T(11).jpg,True,0.7253957457189193,False
1397,coin,9,67,doughnut005T(12),1,154,78,218,133,images\doughnut005T(12).jpg,True,0.7107684740562892,False
1398,coin,9,68,doughnut005T(13),1,180,119,247,178,images\doughnut005T(13).jpg,True,0.7285268596462342,False
1399,coin,9,69,doughnut005T(14),1,136,141,205,209,images\doughnut005T(14).jpg,True,0.7344470228945262,False
1400,coin,9,70,doughnut005T(15),1,146,164,209,225,images\doughnut005T(15).jpg,True,0.7420001258029427,False
1401,coin,9,71,doughnut005T(2),1,179,45,243,108,images\doughnut005T(2).jpg,True,0.7191227573655852,False
1402,coin,9,72,doughnut005T(3),1,134,91,205,156,images\doughnut005T(3).jpg,True,0.7130303288299062,False
1403,coin,9,73,doughnut005T(4),1,196,121,252,176,images\doughnut005T(4).jpg,True,0.7386970433757218,False
1404,coin,9,74,doughnut005T(5),1,189,139,247,193,images\doughnut005T(5).jpg,True,0.7383218164913191,False
1405,coin,9,75,doughnut005T(6),1,193,144,250,202,images\doughnut005T(6).jpg,True,0.7152245941974396,False
1406,coin,9,76,doughnut005T(7),1,147,125,212,189,images\doughnut005T(7).jpg,True,0.7031895304200138,False
1407,coin,9,77,doughnut005T(8),1,147,169,212,233,images\doughnut005T(8).jpg,True,0.6976694913754868,False
1408,coin,9,78,doughnut005T(9),1,150,133,215,197,images\doughnut005T(9).jpg,True,0.7146900498106192,False
1409,coin,9,79,doughnut006S(1),1,94,352,165,416,images\doughnut006S(1).jpg,True,0.7517750938000489,False
1410,coin,9,80,doughnut006S(10),1,125,341,191,403,images\doughnut006S(10).jpg,True,0.7833168438693159,False
1411,coin,10,1,doughnut006S(11),1,138,364,205,428,images\doughnut006S(11).jpg,True,0.7792760444852165,False
1412,coin,10,2,doughnut006S(12),1,107,332,173,395,images\doughnut006S(12).jpg,True,0.8118228730351893,False
1413,coin,10,3,doughnut006S(13),1,129,329,197,394,images\doughnut006S(13).jpg,True,0.7775806275675317,False
1414,coin,10,4,doughnut006S(14),1,123,316,190,380,images\doughnut006S(14).jpg,True,0.8140606681369587,False
1415,coin,10,5,doughnut006S(15),1,132,317,202,384,images\doughnut006S(15).jpg,True,0.7399089879739993,False
1416,coin,10,6,doughnut006S(16),1,139,328,203,389,images\doughnut006S(16).jpg,True,0.8176046709130302,False
1417,coin,10,7,doughnut006S(17),1,122,345,191,407,images\doughnut006S(17).jpg,True,0.7653119140461804,False
1418,coin,10,8,doughnut006S(18),1,92,342,156,402,images\doughnut006S(18).jpg,True,0.8042154950674194,False
1419,coin,10,9,doughnut006S(19),1,109,313,179,379,images\doughnut006S(19).jpg,True,0.7456464370397418,False
1420,coin,10,10,doughnut006S(2),1,105,366,173,430,images\doughnut006S(2).jpg,True,0.7656547842742881,False
1421,coin,10,11,doughnut006S(3),1,139,339,203,400,images\doughnut006S(3).jpg,True,0.8041323773185158,False
1422,coin,10,12,doughnut006S(4),1,137,345,203,408,images\doughnut006S(4).jpg,True,0.7885748663720713,False
1423,coin,10,13,doughnut006S(5),1,180,337,243,400,images\doughnut006S(5).jpg,True,0.8260905361854654,False
1424,coin,10,14,doughnut006S(6),1,115,354,183,418,images\doughnut006S(6).jpg,True,0.7859158472773273,False
1425,coin,10,15,doughnut006S(7),1,125,284,192,353,images\doughnut006S(7).jpg,True,0.7676423509462079,False
1426,coin,10,16,doughnut006S(8),1,136,327,203,389,images\doughnut006S(8).jpg,True,0.8054081103449771,False
1427,coin,10,17,doughnut006T(1),1,141,158,211,225,images\doughnut006T(1).jpg,True,0.7373867036152006,False
1428,coin,10,18,doughnut006T(10),1,153,139,221,205,images\doughnut006T(10).jpg,True,0.7180130118310811,False
1429,coin,10,19,doughnut006T(11),1,121,129,192,194,images\doughnut006T(11).jpg,True,0.7464071525731207,False
1430,coin,10,20,doughnut006T(12),1,125,110,192,181,images\doughnut006T(12).jpg,True,0.722935097852843,False
1431,coin,10,21,doughnut006T(13),1,137,129,205,195,images\doughnut006T(13).jpg,True,0.7301788858270727,False
1432,coin,10,22,doughnut006T(14),1,152,144,221,209,images\doughnut006T(14).jpg,True,0.7204940095158656,False
1433,coin,10,23,doughnut006T(15),1,124,114,186,172,images\doughnut006T(15).jpg,True,0.7679987920267456,False
1434,coin,10,24,doughnut006T(16),1,147,143,225,221,images\doughnut006T(16).jpg,True,0.6323611784279549,False
1435,coin,10,25,doughnut006T(17),1,91,105,166,182,images\doughnut006T(17).jpg,True,0.7702003478969613,False
1436,coin,10,26,doughnut006T(18),1,127,116,192,180,images\doughnut006T(18).jpg,True,0.729607630708583,False
1437,coin,10,27,doughnut006T(2),1,113,145,184,214,images\doughnut006T(2).jpg,True,0.7168236685533391,False
1438,coin,10,28,doughnut006T(3),1,124,102,197,169,images\doughnut006T(3).jpg,True,0.7079995774502013,False
1439,coin,10,29,doughnut006T(4),1,133,108,196,171,images\doughnut006T(4).jpg,True,0.7637550677407713,False
1440,coin,10,30,doughnut006T(5),1,134,168,209,236,images\doughnut006T(5).jpg,True,0.6780406663376639,False
1441,coin,10,31,doughnut006T(6),1,144,143,216,212,images\doughnut006T(6).jpg,True,0.7064657271041115,False
1442,coin,10,32,doughnut006T(7),1,126,54,194,121,images\doughnut006T(7).jpg,True,0.7192037697338536,False
1443,coin,10,33,doughnut006T(8),1,138,144,206,214,images\doughnut006T(8).jpg,True,0.7306799948102185,False
1444,coin,10,34,doughnut006T(9),1,125,155,192,220,images\doughnut006T(9).jpg,True,0.7210117944273401,False
1445,coin,10,35,doughnut007S(1),1,55,327,124,395,images\doughnut007S(1).jpg,True,0.8348653727325459,False
1446,coin,10,36,doughnut007S(10),1,49,350,119,420,images\doughnut007S(10).jpg,True,0.7991961978396962,False
1447,coin,10,37,doughnut007S(11),1,36,316,105,387,images\doughnut007S(11).jpg,True,0.7616771708683474,False
1448,coin,10,38,doughnut007S(12),1,43,339,112,410,images\doughnut007S(12).jpg,True,0.7952101896832122,False
1449,coin,10,39,doughnut007S(13),1,67,323,143,393,images\doughnut007S(13).jpg,True,0.7614825648376802,False
1450,coin,10,40,doughnut007S(14),1,46,316,121,388,images\doughnut007S(14).jpg,True,0.7597397673342767,False
1451,coin,10,41,doughnut007S(15),1,60,333,128,401,images\doughnut007S(15).jpg,True,0.8104820893940438,False
1452,coin,10,42,doughnut007S(2),1,88,297,160,366,images\doughnut007S(2).jpg,True,0.7960361471517095,False
1453,coin,10,43,doughnut007S(3),1,57,324,126,390,images\doughnut007S(3).jpg,True,0.8140814045648067,False
1454,coin,10,44,doughnut007S(4),1,57,308,124,375,images\doughnut007S(4).jpg,True,0.8380554516409917,False
1455,coin,10,45,doughnut007S(5),1,93,343,165,412,images\doughnut007S(5).jpg,True,0.7566074601736534,False
1456,coin,10,46,doughnut007S(6),1,80,326,146,398,images\doughnut007S(6).jpg,True,0.8068111503988571,False
1457,coin,10,47,doughnut007S(7),1,73,320,144,387,images\doughnut007S(7).jpg,True,0.8087157295498417,False
1458,coin,10,48,doughnut007S(8),1,56,306,127,376,images\doughnut007S(8).jpg,True,0.807648727507107,False
1459,coin,10,49,doughnut007S(9),1,77,298,146,369,images\doughnut007S(9).jpg,True,0.8045798942657836,False
1460,coin,10,50,doughnut007T(1),1,120,136,193,201,images\doughnut007T(1).jpg,True,0.7421073180150375,False
1461,coin,10,51,doughnut007T(10),1,98,198,162,259,images\doughnut007T(10).jpg,True,0.7571932081547028,False
1462,coin,10,52,doughnut007T(11),1,110,201,172,257,images\doughnut007T(11).jpg,True,0.7271753639159697,False
1463,coin,10,53,doughnut007T(12),1,140,183,198,241,images\doughnut007T(12).jpg,True,0.7590794661041023,False
1464,coin,10,54,doughnut007T(13),1,100,164,156,218,images\doughnut007T(13).jpg,True,0.7759437879787573,False
1465,coin,10,55,doughnut007T(14),1,111,140,175,204,images\doughnut007T(14).jpg,True,0.7568289032355762,False
1466,coin,10,56,doughnut007T(15),1,131,166,200,229,images\doughnut007T(15).jpg,True,0.7242722803826857,False
1467,coin,10,57,doughnut007T(2),1,141,159,198,214,images\doughnut007T(2).jpg,True,0.751641519973604,False
1468,coin,10,58,doughnut007T(3),1,102,134,163,194,images\doughnut007T(3).jpg,True,0.721527427005068,False
1469,coin,10,59,doughnut007T(4),1,128,117,194,184,images\doughnut007T(4).jpg,True,0.7492580710226308,False
1470,coin,10,60,doughnut007T(5),1,82,149,150,212,images\doughnut007T(5).jpg,True,0.7170984294139401,False
1471,coin,10,61,doughnut007T(6),1,105,90,162,145,images\doughnut007T(6).jpg,True,0.7732791411913772,False
1472,coin,10,62,doughnut007T(7),1,112,120,178,184,images\doughnut007T(7).jpg,True,0.7469852955594678,False
1473,coin,10,63,doughnut007T(8),1,137,145,201,206,images\doughnut007T(8).jpg,True,0.7261857497341369,False
1474,coin,10,64,doughnut007T(9),1,101,133,178,203,images\doughnut007T(9).jpg,True,0.7376234720474039,False
1475,coin,10,65,doughnut008S(1),1,59,297,134,366,images\doughnut008S(1).jpg,True,0.8129790415930372,False
1476,coin,10,66,doughnut008S(10),1,96,313,171,385,images\doughnut008S(10).jpg,True,0.7916447667289861,False
1477,coin,10,67,doughnut008S(11),1,66,302,144,372,images\doughnut008S(11).jpg,True,0.7599345478270843,False
1478,coin,10,68,doughnut008S(12),1,44,321,120,392,images\doughnut008S(12).jpg,True,0.8129779014684086,False
1479,coin,10,69,doughnut008S(13),1,50,336,120,404,images\doughnut008S(13).jpg,True,0.817052346644564,False
1480,coin,10,70,doughnut008S(14),1,25,306,104,377,images\doughnut008S(14).jpg,True,0.7754439709143408,False
1481,coin,10,71,doughnut008S(2),1,70,298,140,367,images\doughnut008S(2).jpg,True,0.7957756153861915,False
1482,coin,10,72,doughnut008S(3),1,70,314,140,387,images\doughnut008S(3).jpg,True,0.7659514232136908,False
1483,coin,10,73,doughnut008S(4),1,72,282,140,354,images\doughnut008S(4).jpg,True,0.7835014592311079,False
1484,coin,10,74,doughnut008S(5),1,33,292,104,364,images\doughnut008S(5).jpg,True,0.7806815770933226,False
1485,coin,10,75,doughnut008S(6),1,70,312,136,380,images\doughnut008S(6).jpg,True,0.8401379847603181,False
1486,coin,10,76,doughnut008S(7),1,33,291,103,361,images\doughnut008S(7).jpg,True,0.8025156517648424,False
1487,coin,10,77,doughnut008S(8),1,57,290,128,353,images\doughnut008S(8).jpg,True,0.8330998269210317,False
1488,coin,10,78,doughnut008S(9),1,56,311,125,380,images\doughnut008S(9).jpg,True,0.8096077157794617,False
1489,coin,10,79,doughnut008T(1),1,126,141,196,202,images\doughnut008T(1).jpg,True,0.7432174070444615,False
1490,coin,10,80,doughnut008T(10),1,124,120,182,177,images\doughnut008T(10).jpg,True,0.7749089003629719,False
1491,coin,11,1,doughnut008T(11),1,140,127,193,180,images\doughnut008T(11).jpg,True,0.7885297312327839,False
1492,coin,11,2,doughnut008T(12),1,152,138,213,202,images\doughnut008T(12).jpg,True,0.7774230246852256,False
1493,coin,11,3,doughnut008T(13),1,127,108,195,178,images\doughnut008T(13).jpg,True,0.7611903540481311,False
1494,coin,11,4,doughnut008T(14),1,103,186,170,250,images\doughnut008T(14).jpg,True,0.7226733534864287,False
1495,coin,11,5,doughnut008T(2),1,79,101,146,168,images\doughnut008T(2).jpg,True,0.7715597937365736,False
1496,coin,11,6,doughnut008T(3),1,109,105,174,159,images\doughnut008T(3).jpg,True,0.7751768230226368,False
1497,coin,11,7,doughnut008T(4),1,110,166,183,234,images\doughnut008T(4).jpg,True,0.7432257743505212,False
1498,coin,11,8,doughnut008T(5),1,95,164,161,231,images\doughnut008T(5).jpg,True,0.7757971384001305,False
1499,coin,11,9,doughnut008T(6),1,136,134,199,200,images\doughnut008T(6).jpg,True,0.7465387491066424,False
1500,coin,11,10,doughnut008T(7),1,145,166,203,226,images\doughnut008T(7).jpg,True,0.7921755014581088,False
1501,coin,11,11,doughnut008T(8),1,141,128,210,195,images\doughnut008T(8).jpg,True,0.6942839026344336,False
1502,coin,11,12,doughnut008T(9),1,149,182,213,243,images\doughnut008T(9).jpg,True,0.717305487047497,False
1503,coin,11,13,doughnut009S(1),1,27,292,103,364,images\doughnut009S(1).jpg,True,0.7830300527482881,False
1504,coin,11,14,doughnut009S(10),1,36,310,110,381,images\doughnut009S(10).jpg,True,0.7908591182768343,False
1505,coin,11,15,doughnut009S(11),1,32,295,108,362,images\doughnut009S(11).jpg,True,0.8026027212617732,False
1506,coin,11,16,doughnut009S(12),1,53,285,129,358,images\doughnut009S(12).jpg,True,0.7851517059334454,False
1507,coin,11,17,doughnut009S(13),1,56,298,129,365,images\doughnut009S(13).jpg,True,0.807505109584417,False
1508,coin,11,18,doughnut009S(14),1,69,287,144,357,images\doughnut009S(14).jpg,True,0.7883182796116132,False
1509,coin,11,19,doughnut009S(2),1,61,257,137,332,images\doughnut009S(2).jpg,True,0.7649205928236336,False
1510,coin,11,20,doughnut009S(3),1,74,286,150,359,images\doughnut009S(3).jpg,True,0.737014179772558,False
1511,coin,11,21,doughnut009S(4),1,55,312,127,387,images\doughnut009S(4).jpg,True,0.7376900607512323,False
1512,coin,11,22,doughnut009S(5),1,49,317,121,388,images\doughnut009S(5).jpg,True,0.8215516907343483,False
1513,coin,11,23,doughnut009S(6),1,44,297,114,369,images\doughnut009S(6).jpg,True,0.8277092857123638,False
1514,coin,11,24,doughnut009S(7),1,36,289,110,359,images\doughnut009S(7).jpg,True,0.7642201481178501,False
1515,coin,11,25,doughnut009S(8),1,18,279,87,352,images\doughnut009S(8).jpg,True,0.7856001765225067,False
1516,coin,11,26,doughnut009S(9),1,25,283,100,357,images\doughnut009S(9).jpg,True,0.7814508790653261,False
1517,coin,11,27,doughnut009T(1),1,130,222,193,284,images\doughnut009T(1).jpg,True,0.7809434348345159,False
1518,coin,11,28,doughnut009T(10),1,98,190,167,254,images\doughnut009T(10).jpg,True,0.7517072584517632,False
1519,coin,11,29,doughnut009T(11),1,151,220,218,283,images\doughnut009T(11).jpg,True,0.7552339479609522,False
1520,coin,11,30,doughnut009T(12),1,160,151,221,209,images\doughnut009T(12).jpg,True,0.7778470696429882,False
1521,coin,11,31,doughnut009T(13),1,96,249,161,311,images\doughnut009T(13).jpg,True,0.7639610925210062,False
1522,coin,11,32,doughnut009T(14),1,133,181,189,237,images\doughnut009T(14).jpg,True,0.7387648313060793,False
1523,coin,11,33,doughnut009T(2),1,153,198,199,246,images\doughnut009T(2).jpg,True,0.7200344291360548,False
1524,coin,11,34,doughnut009T(3),1,161,145,214,198,images\doughnut009T(3).jpg,True,0.784403319026484,False
1525,coin,11,35,doughnut009T(4),1,146,194,206,252,images\doughnut009T(4).jpg,True,0.7363073912645466,False
1526,coin,11,36,doughnut009T(5),1,124,212,180,269,images\doughnut009T(5).jpg,True,0.7194840455283052,False
1527,coin,11,37,doughnut009T(6),1,140,171,209,238,images\doughnut009T(6).jpg,True,0.7614040457316928,False
1528,coin,11,38,doughnut009T(7),1,109,154,173,212,images\doughnut009T(7).jpg,True,0.7432610054574513,False
1529,coin,11,39,doughnut009T(8),1,128,159,191,219,images\doughnut009T(8).jpg,True,0.7610913831043284,False
1530,coin,11,40,doughnut009T(9),1,101,173,169,242,images\doughnut009T(9).jpg,True,0.7271505120455646,False
1531,coin,11,41,egg001S(1),1,129,349,194,410,images\egg001S(1).jpg,True,0.7101950588936976,False
1532,coin,11,42,egg001S(2),1,132,342,195,403,images\egg001S(2).jpg,True,0.7134899757672082,False
1533,coin,11,43,egg001S(3),1,126,356,193,419,images\egg001S(3).jpg,True,0.7233393387217427,False
1534,coin,11,44,egg001S(4),1,169,333,231,394,images\egg001S(4).jpg,True,0.7018997035879501,False
1535,coin,11,45,egg001S(5),1,170,327,228,387,images\egg001S(5).jpg,True,0.7481549528882157,False
1536,coin,11,46,egg001S(6),1,135,329,200,388,images\egg001S(6).jpg,True,0.7273415977961433,False
1537,coin,11,47,egg001S(7),1,112,325,173,386,images\egg001S(7).jpg,True,0.749470084837955,False
1538,coin,11,48,egg001T(1),1,80,219,149,282,images\egg001T(1).jpg,True,0.758802750389012,False
1539,coin,11,49,egg001T(2),1,105,249,173,311,images\egg001T(2).jpg,True,0.7285473519320866,False
1540,coin,11,50,egg001T(3),1,138,229,200,293,images\egg001T(3).jpg,True,0.7297618894244577,False
1541,coin,11,51,egg001T(4),1,56,250,125,320,images\egg001T(4).jpg,True,0.7089175679074446,False
1542,coin,11,52,egg001T(5),1,146,244,210,306,images\egg001T(5).jpg,True,0.6833531852360698,False
1543,coin,11,53,egg001T(6),1,84,232,154,295,images\egg001T(6).jpg,True,0.7158121618169819,False
1544,coin,11,54,egg001T(7),1,78,205,148,276,images\egg001T(7).jpg,True,0.7236638077821187,False
1545,coin,11,55,egg002T(1),1,173,300,243,370,images\egg002T(1).jpg,True,0.7066955316604064,False
1546,coin,11,56,egg002T(2),1,138,300,200,361,images\egg002T(2).jpg,True,0.7766657557685495,False
1547,coin,11,57,egg002T(3),1,88,312,162,385,images\egg002T(3).jpg,True,0.7175831255076857,False
1548,coin,11,58,egg002T(4),1,115,262,187,329,images\egg002T(4).jpg,True,0.6870198764437282,False
1549,coin,11,59,egg002T(5),1,147,262,207,323,images\egg002T(5).jpg,True,0.7590532658793915,False
1550,coin,11,60,egg002T(6),1,97,225,168,299,images\egg002T(6).jpg,True,0.7094409627018323,False
1551,coin,11,61,egg002T(7),1,118,266,190,335,images\egg002T(7).jpg,True,0.7307275888785933,False
1552,coin,11,62,egg002T(8),1,130,218,208,295,images\egg002T(8).jpg,True,0.6958446798323712,False
1553,coin,11,63,egg002T(9),1,106,277,180,348,images\egg002T(9).jpg,True,0.7293248602848387,False
1554,coin,11,64,egg002s(1),1,65,289,137,360,images\egg002s(1).jpg,True,0.7003760358532047,False
1555,coin,11,65,egg002s(2),1,151,292,216,355,images\egg002s(2).jpg,True,0.7160052178665852,False
1556,coin,11,66,egg002s(3),1,159,319,224,381,images\egg002s(3).jpg,True,0.7404906299376763,False
1557,coin,11,67,egg002s(4),1,171,292,236,355,images\egg002s(4).jpg,True,0.7119800873896781,False
1558,coin,11,68,egg002s(5),1,131,290,198,353,images\egg002s(5).jpg,True,0.7131533780621002,False
1559,coin,11,69,egg002s(6),1,64,286,135,357,images\egg002s(6).jpg,True,0.7402982695249747,False
1560,coin,11,70,egg002s(7),1,75,302,148,373,images\egg002s(7).jpg,True,0.7529751766070074,False
1561,coin,11,71,egg002s(8),1,28,269,107,343,images\egg002s(8).jpg,True,0.733413565627707,False
1562,coin,11,72,egg002s(9),1,70,288,145,358,images\egg002s(9).jpg,True,0.7282326888002305,False
1563,coin,11,73,egg003S(1),1,193,284,258,353,images\egg003S(1).jpg,True,0.7070153007676898,False
1564,coin,11,74,egg003S(2),1,127,320,195,384,images\egg003S(2).jpg,True,0.7089779144932125,False
1565,coin,11,75,egg003S(3),1,135,327,197,386,images\egg003S(3).jpg,True,0.7767031152046561,False
1566,coin,11,76,egg003S(4),1,116,315,187,379,images\egg003S(4).jpg,True,0.7033233219961218,False
1567,coin,11,77,egg003S(5),1,154,347,220,412,images\egg003S(5).jpg,True,0.6890083898166534,False
1568,coin,11,78,egg003S(6),1,125,372,191,432,images\egg003S(6).jpg,True,0.7435113176700783,False
1569,coin,11,79,egg003T(1),1,101,276,178,353,images\egg003T(1).jpg,True,0.7494533797035674,False
1570,coin,11,80,egg003T(2),1,131,282,205,355,images\egg003T(2).jpg,True,0.7444858245636005,False
